"Competi","Country","Age","Stage","Composer","Associated Piece"
"Stephen Beus","United States","27","Final Recital","Medtner","Sonata tragica, op. 39, no. 5"
"Stephen Beus","United States","27","Final Recital","Liszt","Paganini Etude No.3, ""La Campanella"""
"Stephen Beus","United States","27","Final Concerti","Mendelssohn","Piano Concerto No.1 in G Minor, op.25"
"Stephen Beus","United States","27","Final Concerti","Prokofiev","Piano Concerto No.3 in C Major, op.26"
"Compet Name","Country","Age","Stage","Composer","Associated Piece"
"Martin James Bartlett","United Kingdom","20","Preliminary Recital","Bach","Toccata in C Minor, BWV 911"
"Martin James Bartlett","United Kingdom","20","Preliminary Recital","Hamelin","Toccata on ""L'homme armé"""
"Martin James Bartlett","United Kingdom","20","Preliminary Recital","Schubert","Impromptu in G-flat Major, D.899, No.3"
"Martin James Bartlett","United Kingdom","20","Preliminary Recital","Barber","Sonata for Piano, Op.26"
"Martin James Bartlett","United Kingdom","20","Quarterfinal Recital","Scarlatti","Sonata in E Major, K.380; Sonata in B Minor, K.27"
"Martin James Bartlett","United Kingdom","20","Quarterfinal Recital","Granados","""El amor y la muerte"" fromGoyescas, Op.11"
"Martin James Bartlett","United Kingdom","20","Quarterfinal Recital","Schumann–Liszt","Widmung"
"Martin James Bartlett","United Kingdom","20","Quarterfinal Recital","Prokofiev","Sonata No.7 in B-flat Major, Op.83"
"Martin James Bartlett","United Kingdom","20","Semifinal Recital","Bach","Partita No.2 in C Minor, BWV 826"
"Martin James Bartlett","United Kingdom","20","Semifinal Recital","Beethoven","Sonata No.18 in E-flat Major, Op.31, No.3"
"Martin James Bartlett","United Kingdom","20","Semifinal Recital","Liszt","Sonetto 104 del Petrarca"
"Martin James Bartlett","United Kingdom","20","Semifinal Recital","Prokofiev","Sonata No.3 in A Minor, Op.28"
"Martin James Bartlett","United Kingdom","20","Semifinal Concerto","Mozart","Piano Concerto No.24 in C Minor, K.491"
"Martin James Bartlett","United Kingdom","20","Final Quintet","Dvořák","Piano Quintet in A Major, Op.81"
"Martin James Bartlett","United Kingdom","20","Final Concerto","Tchaikovsky","Piano Concerto No.1 in B-flat Minor, Op.23"
"Sergey Belyavskiy","Russia","23","Preliminary Recital","Schubert","Fantasie in C Major, D.760, Op.15 (""Der Wanderer"")"
"Sergey Belyavskiy","Russia","23","Preliminary Recital","Hamelin","Toccata on ""L'homme armé"""
"Sergey Belyavskiy","Russia","23","Preliminary Recital","Taneyev","Prelude and Fugue in G-sharp Minor, Op.29"
"Sergey Belyavskiy","Russia","23","Preliminary Recital","Liszt","Hungarian Rhapsody No.2 in C-sharp Minor"
"Sergey Belyavskiy","Russia","23","Quarterfinal Recital","Beethoven","Variations and Fugue in E-flat Major, Op.35 (""Eroica"")"
"Sergey Belyavskiy","Russia","23","Quarterfinal Recital","Liszt","Faribolo Pasteur in G Minor"
"Sergey Belyavskiy","Russia","23","Quarterfinal Recital","Prokofiev","Sonata No.2 in D Minor, Op.14"
"Sergey Belyavskiy","Russia","23","Semifinal Recital","Tchaikovsky","Grand Sonata in G Major, Op.37"
"Sergey Belyavskiy","Russia","23","Semifinal Recital","Debussy","La plus que lente"
"Sergey Belyavskiy","Russia","23","Semifinal Recital","Sibelius","Valse triste, Op.44, No.1"
"Sergey Belyavskiy","Russia","23","Semifinal Recital","Liszt","Réminiscences de Don Juan"
"Sergey Belyavskiy","Russia","23","Semifinal Concerto","Mozart","Piano Concerto No.23 in A Major, K.488"
"Sergey Belyavskiy","Russia","23","Final Quintet","Franck","Piano Quintet in F Minor"
"Sergey Belyavskiy","Russia","23","Final Concerto","Tchaikovsky","Piano Concerto No.1 in B-flat Minor, Op.23"
"Alina Bercu","Romania","27","Preliminary Recital","Bach","Partita No. 4 in D Major, BWV 828"
"Alina Bercu","Romania","27","Preliminary Recital","Hamelin","Toccata on ""L'homme armé"""
"Alina Bercu","Romania","27","Preliminary Recital","Prokofiev","Sonata No. 7 in B-flat Major, Op. 83"
"Alina Bercu","Romania","27","Quarterfinal Recital","Liebermann","Gargoyles, Op. 29"
"Alina Bercu","Romania","27","Quarterfinal Recital","Schumann","Carnaval, Op. 9"
"Alina Bercu","Romania","27","Semifinal Recital","Beethoven","Sonata No. 30 in E Major, Op. 109"
"Alina Bercu","Romania","27","Semifinal Recital","Chopin","Polonaise-Fantaisie in A-flat Major, Op. 61"
"Alina Bercu","Romania","27","Semifinal Recital","Debussy","Images, Book I"
"Alina Bercu","Romania","27","Semifinal Recital","Rachmaninoff","Étude-tableau in F Minor, Op.33, No.1; Étude-tableau in D Major, Op.39, No.9"
"Alina Bercu","Romania","27","Semifinal Concerto","Mozart","Piano Concerto No.9 in E-flat Major, K.271"
"Alina Bercu","Romania","27","Final Quintet","Brahms","Piano Quintet in F Minor, Op.34"
"Alina Bercu","Romania","27","Final Concerto","Prokofiev","Piano Concerto No.3 in C Major, Op.26"
"Kenneth Broberg","United States","23","Preliminary Recital","Franck-Bauer","Prélude, Fugue et Variation, Op. 18"
"Kenneth Broberg","United States","23","Preliminary Recital","Hamelin","Toccata on ""L'homme armé"""
"Kenneth Broberg","United States","23","Preliminary Recital","Bach","Toccata in C Minor, BWV 911"
"Kenneth Broberg","United States","23","Preliminary Recital","Barber","Sonata for Piano, Op. 26"
"Kenneth Broberg","United States","23","Quarterfinal Recital","Scriabin","Sonata No.4 in F-sharp Major, Op.30"
"Kenneth Broberg","United States","23","Quarterfinal Recital","Chopin","Three Mazurkas, Op.59"
"Kenneth Broberg","United States","23","Quarterfinal Recital","Chopin","Ballade No.4 in F Minor, Op.52"
"Kenneth Broberg","United States","23","Quarterfinal Recital","Liszt","Après une lecture de Dante (Fantasia quasi Sonata)"
"Kenneth Broberg","United States","23","Semifinal Recital","Schubert","Four Impromptus, D.899, Op.90"
"Kenneth Broberg","United States","23","Semifinal Recital","Liszt","Sonata in B Minor"
"Kenneth Broberg","United States","23","Semifinal Concerto","Mozart","Piano Concerto No.25 in C Major, K.503"
"Kenneth Broberg","United States","23","Final Quintet","Dvořák","Piano Quintet in A Major, Op.81"
"Kenneth Broberg","United States","23","Final Concerto","Rachmaninoff","Rhapsody on a Theme of Paganini, Op.43"
"Luigi Carroccia","Italy","25","Preliminary Recital","Gluck–Sgambati","""Mélodie"" fromOrfeo ed Euridice"
"Luigi Carroccia","Italy","25","Preliminary Recital","Chopin","Polonaise-Fantaisie in A-flat Major, Op. 61"
"Luigi Carroccia","Italy","25","Preliminary Recital","Scriabin","Sonata No. 3 in F-sharp Minor, Op. 23"
"Luigi Carroccia","Italy","25","Preliminary Recital","Hamelin","Toccata on ""L'homme armé"""
"Luigi Carroccia","Italy","25","Quarterfinal Recital","Chopin","Barcarolle in F-sharp Major, Op. 60"
"Luigi Carroccia","Italy","25","Quarterfinal Recital","Chopin","Two Nocturnes, Op. 62"
"Luigi Carroccia","Italy","25","Quarterfinal Recital","Czerny","Variations on a Theme by Rode in E-flat Major, Op. 33"
"Luigi Carroccia","Italy","25","Quarterfinal Recital","Kabalevsky","Rondo in A Minor, Op. 59"
"Luigi Carroccia","Italy","25","Semifinal Recital","Schubert","Sonata in B-flat Major, D.960"
"Luigi Carroccia","Italy","25","Semifinal Recital","Brahms","Sechs Klavierstücke, Op. 118"
"Luigi Carroccia","Italy","25","Semifinal Concerto","Mozart","Piano Concerto No.23 in A Major, K.488"
"Luigi Carroccia","Italy","25","Final Quintet","Schumann","Piano Quintet in E-flat Major, Op.44"
"Luigi Carroccia","Italy","25","Final Concerto","Beethoven","Piano Concerto No.4 in G Major, Op.58"
"Han Chen","Taiwan","25","Preliminary Recital","Carter","Caténaires (2006)"
"Han Chen","Taiwan","25","Preliminary Recital","Rachmaninoff","Étude-tableau in G Minor, Op. 33, No. 8; Étude-tableau in C-sharp Minor, Op. 33, No. 9"
"Han Chen","Taiwan","25","Preliminary Recital","Haydn","Sonata in D Major, Hob. XVI:42"
"Han Chen","Taiwan","25","Preliminary Recital","Hamelin","Toccata on ""L'homme armé"""
"Han Chen","Taiwan","25","Preliminary Recital","Liszt","Réminiscences de Don Juan"
"Han Chen","Taiwan","25","Quarterfinal Recital","Shostakovich","Prelude and Fugue in D-flat Major, Op. 87, No. 15"
"Han Chen","Taiwan","25","Quarterfinal Recital","Adès","Three Mazurkas, Op. 27"
"Han Chen","Taiwan","25","Quarterfinal Recital","Liszt","Sonata in B Minor"
"Han Chen","Taiwan","25","Semifinal Recital","Bach-Busoni","Chaconne in D Minor, BWV 1004"
"Han Chen","Taiwan","25","Semifinal Recital","Scriabin","Fantasie in B Minor, Op. 28"
"Han Chen","Taiwan","25","Semifinal Recital","Janáček","Piano Sonata ""1.X.1905"" (""From the Street"")"
"Han Chen","Taiwan","25","Semifinal Recital","Schubert","Fantasie in C Major, D.760, Op.15 (""Der Wanderer"")"
"Han Chen","Taiwan","25","Semifinal Concerto","Mozart","Piano Concerto No.21 in C Major, K.467"
"Han Chen","Taiwan","25","Final Quintet","Dvořák","Piano Quintet in A Major, Op.81"
"Han Chen","Taiwan","25","Final Concerto","Rachmaninoff","Piano Concerto No.3 in D Minor, Op.30"
"Rachel Cheung","Hong Kong","25","Preliminary Recital","Schubert","Drei Klavierstücke, D.946"
"Rachel Cheung","Hong Kong","25","Preliminary Recital","Debussy","Voilesfrom Preludes, Book I;Ce qu’a vu le vent d’ouestfrom Preludes, Book I"
"Rachel Cheung","Hong Kong","25","Preliminary Recital","Liszt","Mephisto Waltz No.1"
"Rachel Cheung","Hong Kong","25","Preliminary Recital","Hamelin","Toccata on ""L’homme armé"""
"Rachel Cheung","Hong Kong","25","Quarterfinal Recital","Sibelius","Valse triste, Op.44, No.1"
"Rachel Cheung","Hong Kong","25","Quarterfinal Recital","Chopin","Twenty-four Preludes, Op.28"
"Rachel Cheung","Hong Kong","25","Semifinal Recital","Schumann","Kreisleriana, Op.16"
"Rachel Cheung","Hong Kong","25","Semifinal Recital","Prokofiev","Sonata No.6 in A Major, Op.82"
"Rachel Cheung","Hong Kong","25","Semifinal Concerto","Mozart","Piano Concerto No.20 in D Minor, K.466"
"Rachel Cheung","Hong Kong","25","Final Quintet","Brahms","Piano Quintet in F Minor, Op.34"
"Rachel Cheung","Hong Kong","25","Final Concerto","Beethoven","Piano Concerto No.4 in G Major, Op.58"
"Madoka Fukami","Japan","28","Preliminary Recital","Ginastera","Sonata No. 1, Op. 22"
"Madoka Fukami","Japan","28","Preliminary Recital","Beethoven","Rondo in G Major, Op. 51, No. 2"
"Madoka Fukami","Japan","28","Preliminary Recital","Hamelin","Toccata on ""L’homme armé"""
"Madoka Fukami","Japan","28","Preliminary Recital","Ravel","""Ondine"" fromGaspard de la nuit"
"Madoka Fukami","Japan","28","Preliminary Recital","Chopin","Polonaise-Fantaisie in A-flat Major, Op. 61"
"Madoka Fukami","Japan","28","Quarterfinal Recital","Stravinsky","Piano-Rag-Music"
"Madoka Fukami","Japan","28","Quarterfinal Recital","Ravel","Miroirs"
"Madoka Fukami","Japan","28","Quarterfinal Recital","Schubert","Sonata in A Major, D.664, Op. posth.120"
"Madoka Fukami","Japan","28","Semifinal Recital","C.P.E. Bach","Keyboard Sonata in A Minor, Wq.49, No.1 (""Württemberg"")"
"Madoka Fukami","Japan","28","Semifinal Recital","Debussy","Études, Book II"
"Madoka Fukami","Japan","28","Semifinal Recital","Mendelssohn","Rondo capriccioso, Op.14"
"Madoka Fukami","Japan","28","Semifinal Recital","Liszt","Après une lecture de Dante (Fantasia quasi Sonata)"
"Madoka Fukami","Japan","28","Semifinal Concerto","Mozart","Piano Concerto No.21 in C Major, K.467"
"Madoka Fukami","Japan","28","Final Quintet","Dvořák","Piano Quintet in A Major, Op.81"
"Madoka Fukami","Japan","28","Final Concerto","Liszt","Piano Concerto No.2 in A Major"
"Caterina Grewe","Germany","29","Preliminary Recital","Haydn","Sonata in D Major, Hob. XVI:33"
"Caterina Grewe","Germany","29","Preliminary Recital","Hamelin","Toccata on ""L’homme armé"""
"Caterina Grewe","Germany","29","Preliminary Recital","Scriabin","Sonata No. 3 in F-sharp Minor, Op. 23"
"Caterina Grewe","Germany","29","Preliminary Recital","Liszt","Trübe Wolken (Nuages gris); Transcendental Etude No. 8 ""Wilde Jagd"""
"Caterina Grewe","Germany","29","Quarterfinal Recital","Prokofiev","Sonata No. 2 in D Minor, Op. 14"
"Caterina Grewe","Germany","29","Quarterfinal Recital","Schumann","Sonata No. 3 in F Minor, Op. 14 (1836)"
"Caterina Grewe","Germany","29","Semifinal Recital","Takemitsu","Rain Tree Sketch II"
"Caterina Grewe","Germany","29","Semifinal Recital","Schumann","Davidsbündlertänze, Op.6"
"Caterina Grewe","Germany","29","Semifinal Recital","Liszt","Après une lecture de Dante (Fantasia quasi Sonata)"
"Caterina Grewe","Germany","29","Semifinal Concerto","Mozart","Piano Concerto No.20 in D Minor, K.466"
"Caterina Grewe","Germany","29","Final Quintet","Schumann","Piano Quintet in E-flat Major, Op.44"
"Caterina Grewe","Germany","29","Final Concerto","Rachmaninoff","Rhapsody on a Theme of Paganini, Op.43"
"Daniel Hsu","United States","19","Preliminary Recital","Beethoven","Sonata No. 31 in A-flat Major, Op. 110"
"Daniel Hsu","United States","19","Preliminary Recital","Hamelin","Toccata on ""L’homme armé"""
"Daniel Hsu","United States","19","Preliminary Recital","Liszt","Réminiscences de Don Juan"
"Daniel Hsu","United States","19","Quarterfinal Recital","Bach–Busoni","Chaconne in D Minor, BWV 1004"
"Daniel Hsu","United States","19","Quarterfinal Recital","Mussorgsky","Pictures at an Exhibition"
"Daniel Hsu","United States","19","Semifinal Recital","Schubert","Four Impromptus, D.899, Op.90"
"Daniel Hsu","United States","19","Semifinal Recital","Brahms","Variations on a Theme by Handel, Op.24"
"Daniel Hsu","United States","19","Semifinal Concerto","Mozart","Piano Concerto No.21 in C Major, K.467"
"Daniel Hsu","United States","19","Final Quintet","Franck","Piano Quintet in F Minor"
"Daniel Hsu","United States","19","Final Concerto","Tchaikovsky","Piano Concerto No.1 in B-flat Minor, Op.23"
"Alyosha Jurinic","Croatia","28","Preliminary Recital","Debussy","Rêverie"
"Alyosha Jurinic","Croatia","28","Preliminary Recital","Beethoven","Sonata No. 13 in E-flat Major, Op. 27, No. 1 (""Quasi una fantasia"")"
"Alyosha Jurinic","Croatia","28","Preliminary Recital","Hamelin","Toccata on ""L’homme armé"""
"Alyosha Jurinic","Croatia","28","Preliminary Recital","Schumann–Liszt","Widmung"
"Alyosha Jurinic","Croatia","28","Preliminary Recital","Liszt","Concert Etude No. 2 in F Minor, ""La Leggierezza""; Hungarian Rhapsody No. 11 in A Minor"
"Alyosha Jurinic","Croatia","28","Quarterfinal Recital","Debussy","Images, Book II"
"Alyosha Jurinic","Croatia","28","Quarterfinal Recital","Schumann","Sonata No. 1 in F-sharp Minor, Op. 11"
"Alyosha Jurinic","Croatia","28","Semifinal Recital","Schubert","Sonata in A Major, D.664, Op. posth.120"
"Alyosha Jurinic","Croatia","28","Semifinal Recital","Dorman","Piano Sonata No.5"
"Alyosha Jurinic","Croatia","28","Semifinal Recital","Chopin","Nocturne in D-flat Major, Op.27, No.2; Mazurkas, Op.17, Nos.1 and 2; Études, Op.25, Nos.1,2,6,7,11, and 12"
"Alyosha Jurinic","Croatia","28","Semifinal Concerto","Mozart","Piano Concerto No.23 in A Major, K.488"
"Alyosha Jurinic","Croatia","28","Final Quintet","Schumann","Piano Quintet in E-flat Major, Op.44"
"Alyosha Jurinic","Croatia","28","Final Concerto","Prokofiev","Piano Concerto No.2 in G Minor, Op.16"
"Nikolay Khozyainov","Russia","24","Preliminary Recital","Haydn","Sonata in D Major, Hob. XVI:33"
"Nikolay Khozyainov","Russia","24","Preliminary Recital","Chopin","Étude in C Major, Op. 10, No. 1"
"Nikolay Khozyainov","Russia","24","Preliminary Recital","Rachmaninoff","Étude-tableau in C Minor, Op. 39, No. 1"
"Nikolay Khozyainov","Russia","24","Preliminary Recital","Liszt","Après une lecture de Dante (Fantasia quasi Sonata)"
"Nikolay Khozyainov","Russia","24","Preliminary Recital","Hamelin","Toccata on ""L’homme armé"""
"Nikolay Khozyainov","Russia","24","Quarterfinal Recital","Beethoven","Sonata No. 31 in A-flat Major, Op. 110"
"Nikolay Khozyainov","Russia","24","Quarterfinal Recital","Ravel","Pavane pour une infante défunte"
"Nikolay Khozyainov","Russia","24","Quarterfinal Recital","Stravinsky","Trois mouvements de Pétrouchka"
"Nikolay Khozyainov","Russia","24","Semifinal Recital","Chopin","Nocturne in C-sharp Minor, Op. 27, No. 1"
"Nikolay Khozyainov","Russia","24","Semifinal Recital","Chopin","Ballade No.2 in F Major, Op.38"
"Nikolay Khozyainov","Russia","24","Semifinal Recital","Schumann","Fantasie in C Major, Op.17"
"Nikolay Khozyainov","Russia","24","Semifinal Recital","Liszt-Busoni","Variations on Two Themes from Mozart’sMarriage of Figaro"
"Nikolay Khozyainov","Russia","24","Semifinal Concerto","Mozart","Piano Concerto No.21 in C Major, K.467"
"Nikolay Khozyainov","Russia","24","Final Quintet","Schumann","Piano Quintet in E-flat Major, Op.44"
"Nikolay Khozyainov","Russia","24","Final Concerto","Rachmaninoff","Piano Concerto No.3 in D Minor, Op.30"
"Dasol Kim","South Korea","28","Preliminary Recital","Haydn","Sonata in E Major, Hob. XVI:31"
"Dasol Kim","South Korea","28","Preliminary Recital","Albéniz","""Triana"" fromIberia, Book II"
"Dasol Kim","South Korea","28","Preliminary Recital","Hamelin","Toccata on ""L’homme armé"""
"Dasol Kim","South Korea","28","Preliminary Recital","Ravel","Gaspard de la nuit"
"Dasol Kim","South Korea","28","Quarterfinal Recital","Scriabin","Sonata No.4 in F-sharp Major, Op.30"
"Dasol Kim","South Korea","28","Quarterfinal Recital","Chopin","Twenty-four Preludes, Op.28"
"Dasol Kim","South Korea","28","Semifinal Recital","Mendelssohn","Fantasie in F-sharp Minor, Op.28 (""Scottish Sonata"")"
"Dasol Kim","South Korea","28","Semifinal Recital","Kapustin","Intermezzo in D-flat Major, Op.40, No.7"
"Dasol Kim","South Korea","28","Semifinal Recital","Schubert","Sonata in B-flat Major, D.960"
"Dasol Kim","South Korea","28","Semifinal Concerto","Mozart","Piano Concerto No.20 in D Minor, K.466"
"Dasol Kim","South Korea","28","Final Quintet","Schumann","Piano Quintet in E-flat Major, Op.44"
"Dasol Kim","South Korea","28","Final Concerto","Tchaikovsky","Piano Concerto No.1 in B-flat Minor, Op.23"
"Honggi Kim","South Korea","25","Preliminary Recital","Hamelin","Toccata on ""L’homme armé"""
"Honggi Kim","South Korea","25","Preliminary Recital","Chopin","Rondo in E-flat Major, Op. 16"
"Honggi Kim","South Korea","25","Preliminary Recital","Ravel","Gaspard de la nuit"
"Honggi Kim","South Korea","25","Preliminary Recital","Liszt–Volodos","Hungarian Rhapsody No.13 in A Minor"
"Honggi Kim","South Korea","25","Quarterfinal Recital","Haydn","Sonata in E Major, Hob. XVI:31"
"Honggi Kim","South Korea","25","Quarterfinal Recital","Rachmaninoff","Sonata No.1 in D Minor, Op.28"
"Honggi Kim","South Korea","25","Semifinal Recital","Vine","Sonata No.1"
"Honggi Kim","South Korea","25","Semifinal Recital","Schumann","Kreisleriana, Op.16"
"Honggi Kim","South Korea","25","Semifinal Recital","Tchaikovsky–Feinberg","Scherzo from Symphony No.6 ""Pathétique"""
"Honggi Kim","South Korea","25","Semifinal Concerto","Mozart","Piano Concerto No.23 in A Major, K.488"
"Honggi Kim","South Korea","25","Final Quintet","Schumann","Piano Quintet in E-flat Major, Op.44"
"Honggi Kim","South Korea","25","Final Concerto","Prokofiev","Piano Concerto No.2 in G Minor, Op.16"
"Su Yeon Kim","South Korea","23","Preliminary Recital","Scriabin","Sonata No. 2 in G-sharp Minor, Op. 19"
"Su Yeon Kim","South Korea","23","Preliminary Recital","Hamelin","Toccata on ""L’homme armé"""
"Su Yeon Kim","South Korea","23","Preliminary Recital","Beethoven","Sonata No. 21 in C Major, Op. 53 (""Waldstein"")"
"Su Yeon Kim","South Korea","23","Preliminary Recital","Kreisler-Rachmaninoff","Liebesfreud"
"Su Yeon Kim","South Korea","23","Quarterfinal Recital","Schumann","Kreisleriana, Op. 16"
"Su Yeon Kim","South Korea","23","Quarterfinal Recital","Liszt","Vallée d’Obermann"
"Su Yeon Kim","South Korea","23","Semifinal Recital","Bach-Petri","Schafe können sicher weiden, BWV 208"
"Su Yeon Kim","South Korea","23","Semifinal Recital","Chopin","Sonata No. 3 in B Minor, Op. 58"
"Su Yeon Kim","South Korea","23","Semifinal Recital","Prokofiev","Sonata No. 6 in A Minor, Op. 82"
"Su Yeon Kim","South Korea","23","Semifinal Concerto","Mozart","Piano Concerto No.20 in D Minor, K.466"
"Su Yeon Kim","South Korea","23","Final Quintet","Dvořák","Piano Quintet in A Major, Op.81"
"Su Yeon Kim","South Korea","23","Final Concerto","Chopin","Piano Concerto No.1 in E Minor, Op.11"
"Julia Kociuban","Poland","25","Preliminary Recital","Beethoven","Sonata No. 13 in E-flat Major, Op. 27, No. 1 (""Quasi una fantasia"")"
"Julia Kociuban","Poland","25","Preliminary Recital","Hamelin","Toccata on ""L’homme armé"""
"Julia Kociuban","Poland","25","Preliminary Recital","Szymanowski","Étude in B-flat Minor, Op. 4, No. 3"
"Julia Kociuban","Poland","25","Preliminary Recital","Prokofiev","Sonata No. 7 in B-flat Major, Op. 83"
"Julia Kociuban","Poland","25","Quarterfinal Recital","Schumann","Carnaval, Op. 9"
"Julia Kociuban","Poland","25","Quarterfinal Recital","Ravel","La Valse"
"Julia Kociuban","Poland","25","Semifinal Recital","Mozart","Sonata No. 12 in F Major, K.332"
"Julia Kociuban","Poland","25","Semifinal Recital","Tchaikovsky","Méditation, Op.72, No.5"
"Julia Kociuban","Poland","25","Semifinal Recital","Chopin","Sonata No.3 in B Minor, Op.58"
"Julia Kociuban","Poland","25","Semifinal Concerto","Mozart","Piano Concerto No.23 in A Major, K.488"
"Julia Kociuban","Poland","25","Final Quintet","Schumann","Piano Quintet in E-flat Major, Op.44"
"Julia Kociuban","Poland","25","Final Concerto","Chopin","Piano Concerto No.2 in F Minor, Op.21"
"Rachel Kudo","United States","30","Preliminary Recital","Bach","Overture in the French Style in B Minor, BWV 831"
"Rachel Kudo","United States","30","Preliminary Recital","Hamelin","Toccata on ""L’homme armé"""
"Rachel Kudo","United States","30","Preliminary Recital","Barber","Sonata for Piano, Op. 26"
"Rachel Kudo","United States","30","Quarterfinal Recital","Beethoven","Sonata No. 18 in E-flat Major, Op. 31, No. 3"
"Rachel Kudo","United States","30","Quarterfinal Recital","Schumann","Carnaval, Op. 9"
"Rachel Kudo","United States","30","Semifinal Recital","Mozart","Sonata No. 18 in D Major, K.576"
"Rachel Kudo","United States","30","Semifinal Recital","Chopin","Nocturne in D-flat Major, Op.27, No.2"
"Rachel Kudo","United States","30","Semifinal Recital","Chopin","Ballade No.4 in F Minor, Op.52"
"Rachel Kudo","United States","30","Semifinal Recital","Beethoven","Sonata No.32 in C Minor, Op.111"
"Rachel Kudo","United States","30","Semifinal Concerto","Mozart","Piano Concerto No.21 in C Major, K.467"
"Rachel Kudo","United States","30","Final Quintet","Dvořák","Piano Quintet in A Major, Op.81"
"Rachel Kudo","United States","30","Final Concerto","Brahms","Piano Concerto No.1 in D Minor, Op.15"
"EunAe Lee","South Korea","29","Preliminary Recital","Haydn","Sonata in B-flat Major, Hob. XVI:41"
"EunAe Lee","South Korea","29","Preliminary Recital","Debussy","Étude pour les arpèges composés"
"EunAe Lee","South Korea","29","Preliminary Recital","Chopin","Sonata No. 3 in B Minor, Op. 58"
"EunAe Lee","South Korea","29","Preliminary Recital","Hamelin","Toccata on ""L’homme armé"""
"EunAe Lee","South Korea","29","Quarterfinal Recital","Scarlatti","Sonata in G Minor, K.426"
"EunAe Lee","South Korea","29","Quarterfinal Recital","Beethoven","Sonata No. 31 in A-flat Major, Op.110"
"EunAe Lee","South Korea","29","Quarterfinal Recital","Liszt","Sonetto 104 del Petrarca"
"EunAe Lee","South Korea","29","Quarterfinal Recital","Liszt","Hungarian Rhapsody No.12 in C-sharp Minor"
"EunAe Lee","South Korea","29","Semifinal Recital","Wild","Hommage à Poulenc"
"EunAe Lee","South Korea","29","Semifinal Recital","Brahms","Variations on a Theme by Handel, Op.24"
"EunAe Lee","South Korea","29","Semifinal Recital","Ravel","Sonata (1926)"
"EunAe Lee","South Korea","29","Semifinal Concerto","Mozart","Piano Concerto No.21 in C Major, K.467"
"EunAe Lee","South Korea","29","Final Quintet","Schumann","Piano Quintet in E-flat Major, Op.44"
"EunAe Lee","South Korea","29","Final Concerto","Tchaikovsky","Piano Concerto No.1 in B-flat Minor, Op.23"
"Ilya Maximov","Russia","30","Preliminary Recital","Franck-Bauer","Prélude, Fugue et Variations, Op. 18"
"Ilya Maximov","Russia","30","Preliminary Recital","Hamelin","Toccata on ""L’homme armé"""
"Ilya Maximov","Russia","30","Preliminary Recital","Rachmaninoff","Prelude in G-sharp Minor, Op. 32, No. 12"
"Ilya Maximov","Russia","30","Preliminary Recital","Rachmaninoff","Sonata No. 2 in B-flat Minor, Op. 36 (1931)"
"Ilya Maximov","Russia","30","Quarterfinal Recital","Albéniz","""Evocación"" and ""El puerto"" fromIberia, Book I"
"Ilya Maximov","Russia","30","Quarterfinal Recital","Mussorgsky","Pictures at an Exhibition"
"Ilya Maximov","Russia","30","Semifinal Recital","Beethoven","Sonata No.9 in E Major, Op.14, No.1"
"Ilya Maximov","Russia","30","Semifinal Recital","Rachmaninoff","Étude-tableau in C Minor, Op.33, No.3"
"Ilya Maximov","Russia","30","Semifinal Recital","Rachmaninoff","Étude-tableau in E-flat Minor, Op.33, No.4"
"Ilya Maximov","Russia","30","Semifinal Recital","Rachmaninoff","Étude-tableau in C-sharp Minor, Op.33, No.9"
"Ilya Maximov","Russia","30","Semifinal Recital","Prokofiev","Sonata No.8 in B-flat Major, Op.84"
"Ilya Maximov","Russia","30","Semifinal Concerto","Mozart","Piano Concerto No.21 in C Major, K.467"
"Ilya Maximov","Russia","30","Final Quintet","Dvořák","Piano Quintet in A Major, Op.81"
"Ilya Maximov","Russia","30","Final Concerto","Prokofiev","Piano Concerto No.2 in G Minor, Op.16"
"Sun-A Park","United States","29","Preliminary Recital","Bach","Capriccio in B-flat Major, BWV 992 (""On the departure of a beloved brother"")"
"Sun-A Park","United States","29","Preliminary Recital","Hamelin","Toccata on ""L’homme armé"""
"Sun-A Park","United States","29","Preliminary Recital","Schumann","Humoreske in B-flat Major, Op.20"
"Sun-A Park","United States","29","Quarterfinal Recital","Mozart","Sonata No.2 in F Major, K.280"
"Sun-A Park","United States","29","Quarterfinal Recital","Chopin","Nocturne in B Major, Op.62, No.1"
"Sun-A Park","United States","29","Quarterfinal Recital","Chopin","Scherzo No.4 in E Major, Op.54"
"Sun-A Park","United States","29","Quarterfinal Recital","Scriabin","Sonata No.5, Op.53"
"Sun-A Park","United States","29","Semifinal Recital","Corigliano","Etude Fantasy"
"Sun-A Park","United States","29","Semifinal Recital","Couperin","""L'exquise"" fromVingtième ordre"
"Sun-A Park","United States","29","Semifinal Recital","Debussy","Images, Book I"
"Sun-A Park","United States","29","Semifinal Recital","Brahms","Sonata No.1 in C Major, Op.1"
"Sun-A Park","United States","29","Semifinal Concerto","Mozart","Piano Concerto No.9 in E-flat Major, K.271"
"Sun-A Park","United States","29","Final Quintet","Schumann","Piano Quintet in E-flat Major, Op.44"
"Sun-A Park","United States","29","Final Concerto","Tchaikovsky","Piano Concerto No.1 in B-flat Minor, Op.23"
"Leonardo Pierdomenico","Italy","24","Preliminary Recital","Clementi","Sonata No. 5 in F-sharp Minor, Op. 25"
"Leonardo Pierdomenico","Italy","24","Preliminary Recital","Hamelin","Toccata on ""L’homme armé"""
